Category,City,Country,Customer Name,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Number of Records,Profit,Profit Ratio,Quantity,Sales,Sales Forecast,Sales per Customer
Furniture,Phoenix,United States,Laurel Workman,26/12/2013,CA-2013-109827,85023,KI Conference Tables,West,Corporate,2/1/2014,Standard Class,Arizona,Tables,7,6,0.5,1,-24,-0.68,1,35,46,35.45
Technology,Phoenix,United States,Laurel Workman,26/12/2013,CA-2013-109827,85023,Hypercom P1300 Pinpad,West,Corporate,2/1/2014,Standard Class,Arizona,Accessories,7,6,0.2,1,21,0.213,2,101,132,100.8
Technology,Phoenix,United States,Laurel Workman,26/12/2013,CA-2013-109827,85023,Imation Clip USB flash drive - 8 GB,West,Corporate,2/1/2014,Standard Class,Arizona,Accessories,7,6,0.2,1,-8,-0.175,3,45,59,45.12
Technology,Phoenix,United States,Laurel Workman,26/12/2013,CA-2013-109827,85023,Panasonic KX MC6040 Color Laser Multifunction Printer,West,Corporate,2/1/2014,Standard Class,Arizona,Machines,7,6,0.7,1,-387,-1.433,2,270,354,269.97
Office Supplies,Colorado Springs,United States,Roy Collins,27/12/2013,CA-2013-114538,80906,SANFORD Major Accent Highlighters,West,Consumer,28/12/2013,First Class,Colorado,Art,1,1,0.2,1,3,0.225,2,11,15,11.33
Office Supplies,Seattle,United States,Frank Preis,27/12/2013,US-2013-153129,98105,Strathmore Photo Mount Cards,West,Consumer,31/12/2013,Standard Class,Washington,Paper,4,6,0,1,16,0.46,5,34,44,33.9
Office Supplies,New York City,United States,Anthony Johnson,27/12/2013,CA-2013-123015,10024,Round Ring Binders,East,Corporate,31/12/2013,Standard Class,New York,Binders,4,6,0.2,1,2,0.338,3,5,7,4.99
Furniture,Los Angeles,United States,Mike Caudle,27/12/2013,CA-2013-129868,90004,"Global Armless Task Chair, Royal Blue",West,Corporate,1/1/2014,Standard Class,California,Chairs,5,6,0.2,1,-5,-0.038,3,146,192,146.35
Furniture,Los Angeles,United States,Mike Caudle,27/12/2013,CA-2013-129868,90004,Bretford Rectangular Conference Table Tops,West,Corporate,1/1/2014,Standard Class,California,Tables,5,6,0.2,1,34,0.038,3,903,1183,902.71
Office Supplies,Los Angeles,United States,Mike Caudle,27/12/2013,CA-2013-129868,90004,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",West,Corporate,1/1/2014,Standard Class,California,Appliances,5,6,0,1,2,0.26,2,8,10,7.9
Office Supplies,Los Angeles,United States,Mike Caudle,27/12/2013,CA-2013-129868,90004,Model L Table or Wall-Mount Pencil Sharpener,West,Corporate,1/1/2014,Standard Class,California,Art,5,6,0,1,15,0.28,3,54,71,53.97
Office Supplies,Los Angeles,United States,Mike Caudle,27/12/2013,CA-2013-129868,90004,Fiskars Home & Office Scissors,West,Corporate,1/1/2014,Standard Class,California,Supplies,5,6,0,1,5,0.28,2,18,23,17.76
Technology,New York City,United States,Andrew Roberts,27/12/2013,CA-2013-147536,10024,Belkin F8E887 USB Wired Ergonomic Keyboard,East,Consumer,1/1/2014,Standard Class,New York,Accessories,5,6,0,1,19,0.21,3,90,118,89.97
Technology,Los Angeles,United States,Mike Caudle,27/12/2013,CA-2013-129868,90004,Mitel 5320 IP Phone VoIP phone,West,Corporate,1/1/2014,Standard Class,California,Phones,5,6,0.2,1,30,0.1,2,302,396,302.38
Furniture,Vineland,United States,Brenda Bowman,27/12/2013,CA-2013-155166,8360,Novimex Turbo Task Chair,East,Corporate,3/1/2014,Standard Class,New Jersey,Chairs,7,6,0,1,26,0.12,3,213,279,212.94
Office Supplies,Vineland,United States,Brenda Bowman,27/12/2013,CA-2013-155166,8360,Fellowes Advanced Computer Series Surge Protectors,East,Corporate,3/1/2014,Standard Class,New Jersey,Appliances,7,6,0,1,7,0.28,1,26,35,26.49
Office Supplies,Denver,United States,Sally Hughsby,27/12/2013,CA-2013-151512,80219,Harmony HEPA Quiet Air Purifiers,West,Corporate,3/1/2014,Standard Class,Colorado,Appliances,7,6,0.2,1,4,0.188,2,19,25,18.72
Office Supplies,Akron,United States,Ross DeVincentis,28/12/2013,CA-2013-102596,44312,"OIC Colored Binder Clips, Assorted Sizes",East,Home Office,31/12/2013,First Class,Ohio,Fasteners,3,1,0.2,1,6,0.363,6,17,23,17.18
Technology,Lancaster,United States,Mitch Webber,28/12/2013,CA-2013-138667,43130,Micro Innovations USB RF Wireless Keyboard with Mouse,East,Consumer,31/12/2013,Second Class,Ohio,Accessories,3,3,0.2,1,1,0.013,2,40,52,40
Furniture,Woodstock,United States,Brooke Gillingham,28/12/2013,US-2013-162852,60098,"Global Manager's Adjustable Task Chair, Storm",Central,Corporate,1/1/2014,Standard Class,Illinois,Chairs,4,6,0.3,1,-12,-0.014,8,845,1108,845.49
Office Supplies,Santa Ana,United States,Eugene Moren,28/12/2013,US-2013-131058,92704,Avery File Folder Labels,West,Home Office,1/1/2014,Standard Class,California,Labels,4,6,0,1,10,0.49,7,20,26,20.16
Office Supplies,Port Arthur,United States,Meg Tillman,28/12/2013,CA-2013-162726,77642,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Central,Consumer,3/1/2014,Standard Class,Texas,Paper,6,6,0.2,1,7,0.313,4,24,31,23.68
Office Supplies,Port Arthur,United States,Meg Tillman,28/12/2013,CA-2013-162726,77642,Xerox 214,Central,Consumer,3/1/2014,Standard Class,Texas,Paper,6,6,0.2,1,4,0.35,2,10,14,10.37
Office Supplies,Louisville,United States,Joni Wasserman,28/12/2013,CA-2013-111605,40214,Avery 479,South,Consumer,3/1/2014,Standard Class,Kentucky,Labels,6,6,0,1,1,0.46,1,3,3,2.61
Office Supplies,Aurora,United States,Kelly Andreada,30/12/2013,CA-2013-124051,60505,White Computer Printout Paper by Universal,Central,Consumer,31/12/2013,First Class,Illinois,Paper,1,1,0.2,1,67,0.363,6,186,244,186.05
Office Supplies,Springfield,United States,Ken Lonsdale,30/12/2013,CA-2013-157742,97477,"Peel & Seel Recycled Catalog Envelopes, Brown",West,Consumer,1/1/2014,Second Class,Oregon,Envelopes,2,3,0.2,1,10,0.375,3,28,36,27.79
Office Supplies,Miami,United States,Marc Harrigan,30/12/2013,US-2013-135209,33178,Astroparche Fine Business Paper,South,Home Office,1/1/2014,Second Class,Florida,Paper,2,3,0.2,1,9,0.35,6,25,33,25.34
Office Supplies,Miami,United States,Marc Harrigan,30/12/2013,US-2013-135209,33178,Xerox 1898,South,Home Office,1/1/2014,Second Class,Florida,Paper,2,3,0.2,1,13,0.35,7,37,49,37.41
Furniture,Milwaukee,United States,Troy Blackwell,30/12/2013,CA-2013-156300,53209,"Global Leather & Oak Executive Chair, Burgundy",Central,Consumer,3/1/2014,Standard Class,Wisconsin,Chairs,4,6,0,1,60,0.08,5,754,989,754.45
Furniture,Wichita,United States,Carlos Daly,30/12/2013,CA-2013-122014,67212,"Executive Impressions 10"" Spectator Wall Clock",Central,Consumer,3/1/2014,Standard Class,Kansas,Furnishings,4,6,0,1,24,0.34,6,71,92,70.56
Office Supplies,Wichita,United States,Carlos Daly,30/12/2013,CA-2013-122014,67212,Belkin 8 Outlet Surge Protector,Central,Consumer,3/1/2014,Standard Class,Kansas,Appliances,4,6,0,1,23,0.28,2,82,107,81.96
Office Supplies,Los Angeles,United States,Phillip Flathmann,30/12/2013,US-2013-163258,90045,Acco Translucent Poly Ring Binders,West,Consumer,3/1/2014,Standard Class,California,Binders,4,6,0.2,1,4,0.35,3,11,15,11.23
Office Supplies,Sacramento,United States,Frank Olsen,30/12/2013,CA-2013-112578,95823,Project Tote Personal File,West,Consumer,3/1/2014,Standard Class,California,Storage,4,6,0,1,4,0.29,1,14,18,14.03
Office Supplies,Sacramento,United States,Frank Olsen,30/12/2013,CA-2013-112578,95823,Fiskars Spring-Action Scissors,West,Consumer,3/1/2014,Standard Class,California,Supplies,4,6,0,1,7,0.26,2,28,37,27.96
Office Supplies,Bristol,United States,Michael Paige,30/12/2013,CA-2013-139689,37620,GBC Wire Binding Strips,South,Corporate,4/1/2014,Standard Class,Tennessee,Binders,5,6,0.7,1,-28,-0.733,4,38,50,38.09
Office Supplies,Bristol,United States,Michael Paige,30/12/2013,CA-2013-139689,37620,Zipper Ring Binder Pockets,South,Corporate,4/1/2014,Standard Class,Tennessee,Binders,5,6,0.7,1,-2,-0.7,3,3,4,2.81
Office Supplies,Los Angeles,United States,Julie Prescott,31/12/2013,US-2013-111528,90032,Cardinal Hold-It CD Pocket,West,Home Office,31/12/2013,Same Day,California,Binders,0,0,0.2,1,2,0.338,1,6,8,6.38
Office Supplies,Los Angeles,United States,Julie Prescott,31/12/2013,US-2013-111528,90032,Iceberg Mobile Mega Data/Printer Cart,West,Home Office,31/12/2013,Same Day,California,Storage,0,0,0,1,125,0.26,4,481,631,481.32
Furniture,Lancaster,United States,Brian Dahlen,31/12/2013,CA-2013-105746,17602,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",East,Consumer,2/1/2014,First Class,Pennsylvania,Chairs,2,1,0.3,1,0,0,1,171,224,170.79
Office Supplies,Deer Park,United States,Keith Dawkins,31/12/2013,CA-2013-117226,77536,Avery Binding System Hidden Tab Executive Style Index Sets,Central,Corporate,2/1/2014,First Class,Texas,Binders,2,1,0.8,1,-10,-1.5,6,7,9,6.92
Office Supplies,Philadelphia,United States,Carl Jackson,31/12/2013,CA-2013-163951,19140,Newell 31,East,Corporate,3/1/2014,First Class,Pennsylvania,Art,3,1,0.2,1,2,0.1,5,17,22,16.52
Office Supplies,Columbus,United States,Bryan Mills,31/12/2013,CA-2013-117660,43229,Avery 487,East,Consumer,5/1/2014,Standard Class,Ohio,Labels,5,6,0.2,1,2,0.338,2,6,8,5.9
Office Supplies,Columbus,United States,Bryan Mills,31/12/2013,CA-2013-117660,43229,Acme Office Executive Series Stainless Steel Trimmers,East,Consumer,5/1/2014,Standard Class,Ohio,Supplies,5,6,0.2,1,1,0.075,2,14,18,13.71
Office Supplies,West Palm Beach,United States,Evan Henry,31/12/2013,CA-2013-160486,33407,Embossed Ink Jet Note Cards,South,Consumer,5/1/2014,Standard Class,Florida,Paper,5,6,0.2,1,25,0.35,4,72,95,72.22
Office Supplies,Lancaster,United States,Duane Benoit,1/1/2014,US-2014-105830,43130,Tennsco Industrial Shelving,East,Consumer,3/1/2014,First Class,Ohio,Storage,2,1,0.2,1,-35,-0.225,4,157,205,156.51
Technology,Anaheim,United States,Brian DeCherney,1/1/2014,CA-2014-100202,92804,Adtran 1202752G1,West,Consumer,6/1/2014,Standard Class,California,Phones,5,6,0.2,1,23,0.075,3,302,396,302.38
Office Supplies,Jacksonville,United States,Emily Phan,1/1/2014,US-2014-165953,32216,Newell 345,South,Consumer,7/1/2014,Standard Class,Florida,Art,6,6,0.2,1,4,0.075,3,48,62,47.62
Office Supplies,Jacksonville,United States,Emily Phan,1/1/2014,US-2014-165953,32216,Things To Do Today Pad,South,Consumer,7/1/2014,Standard Class,Florida,Paper,6,6,0.2,1,8,0.35,5,23,31,23.48
Office Supplies,San Francisco,United States,Becky Pak,1/1/2014,CA-2014-156139,94109,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",West,Consumer,7/1/2014,Standard Class,California,Binders,6,6,0.2,1,13,0.35,3,38,50,38.38
Office Supplies,Reno,United States,Kelly Lampkin,1/1/2014,CA-2014-160395,89502,"Crayola Anti Dust Chalk, 12/Pack",West,Corporate,7/1/2014,Standard Class,Nevada,Art,6,6,0,1,2,0.45,2,4,5,3.64
Office Supplies,Reno,United States,Kelly Lampkin,1/1/2014,CA-2014-160395,89502,Lock-Up Easel 'Spel-Binder',West,Corporate,7/1/2014,Standard Class,Nevada,Binders,6,6,0.2,1,54,0.338,7,160,209,159.77
Office Supplies,Franklin,United States,Dennis Pardue,2/1/2014,CA-2014-154466,53132,Wilson Jones Easy Flow II Sheet Lifters,Central,Home Office,3/1/2014,First Class,Wisconsin,Binders,1,1,0,1,2,0.48,2,4,5,3.6
Furniture,Huntsville,United States,Janet Martin,2/1/2014,CA-2014-151750,77340,Office Star - Contemporary Task Swivel Chair,Central,Consumer,6/1/2014,Standard Class,Texas,Chairs,4,6,0.3,1,-27,-0.086,4,311,407,310.74
Furniture,Huntsville,United States,Janet Martin,2/1/2014,CA-2014-151750,77340,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Central,Consumer,6/1/2014,Standard Class,Texas,Furnishings,4,6,0.6,1,-187,-1.325,5,141,185,141.42
Furniture,Los Angeles,United States,Steven Cartwright,2/1/2014,CA-2014-144463,90036,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",West,Consumer,6/1/2014,Standard Class,California,Furnishings,4,6,0,1,199,0.42,11,474,622,474.43
Office Supplies,Huntsville,United States,Janet Martin,2/1/2014,CA-2014-151750,77340,Fellowes Superior 10 Outlet Split Surge Protector,Central,Consumer,6/1/2014,Standard Class,Texas,Appliances,4,6,0.8,1,-39,-2.55,2,15,20,15.22
Office Supplies,Huntsville,United States,Janet Martin,2/1/2014,CA-2014-151750,77340,Fluorescent Highlighters by Dixon,Central,Consumer,6/1/2014,Standard Class,Texas,Art,4,6,0.2,1,2,0.175,4,13,17,12.74
Office Supplies,Huntsville,United States,Janet Martin,2/1/2014,CA-2014-151750,77340,GBC Instant Report Kit,Central,Consumer,6/1/2014,Standard Class,Texas,Binders,4,6,0.8,1,-10,-1.5,5,6,8,6.47
Office Supplies,Huntsville,United States,Janet Martin,2/1/2014,CA-2014-151750,77340,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Central,Consumer,6/1/2014,Standard Class,Texas,Binders,4,6,0.8,1,-23,-1.65,14,14,18,13.75
Office Supplies,Huntsville,United States,Janet Martin,2/1/2014,CA-2014-151750,77340,SAFCO Boltless Steel Shelving,Central,Consumer,6/1/2014,Standard Class,Texas,Storage,4,6,0.2,1,-108,-0.238,5,455,596,454.56
Furniture,Lorain,United States,Guy Armstrong,2/1/2014,CA-2014-107503,44052,"Linden 10"" Round Wall Clock, Black",East,Consumer,7/1/2014,Standard Class,Ohio,Furnishings,5,6,0.2,1,9,0.175,4,49,64,48.9
Furniture,El Paso,United States,Trudy Schmidt,3/1/2014,CA-2014-147207,79907,"Bevis Oval Conference Table, Walnut",Central,Consumer,5/1/2014,Second Class,Texas,Tables,2,3,0.3,1,-170,-0.186,5,913,1197,913.43
Office Supplies,El Paso,United States,Trudy Schmidt,3/1/2014,CA-2014-147207,79907,Hoover Commercial SteamVac,Central,Consumer,5/1/2014,Second Class,Texas,Appliances,2,3,0.8,1,-14,-2.5,2,5,7,5.43
Office Supplies,El Paso,United States,Trudy Schmidt,3/1/2014,CA-2014-147207,79907,Newell 319,Central,Consumer,5/1/2014,Second Class,Texas,Art,2,3,0.2,1,4,0.125,2,32,42,31.74
Office Supplies,El Paso,United States,Trudy Schmidt,3/1/2014,CA-2014-147207,79907,"Dual Level, Single-Width Filing Carts",Central,Consumer,5/1/2014,Second Class,Texas,Storage,2,3,0.2,1,28,0.075,3,372,488,372.14
Office Supplies,Jacksonville,United States,Aaron Smayling,3/1/2014,CA-2014-113481,28540,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",South,Corporate,5/1/2014,First Class,North Carolina,Binders,2,1,0.7,1,-13,-0.8,5,16,21,15.66
Office Supplies,Jacksonville,United States,Aaron Smayling,3/1/2014,CA-2014-113481,28540,Avery Recycled Flexi-View Covers for Binding Systems,South,Corporate,5/1/2014,First Class,North Carolina,Binders,2,1,0.7,1,-21,-0.733,6,29,38,28.85
Technology,Jacksonville,United States,Aaron Smayling,3/1/2014,CA-2014-113481,28540,Cisco CP-7937G Unified IP Conference Station Phone,South,Corporate,5/1/2014,First Class,North Carolina,Machines,2,1,0.5,1,-28,-0.04,2,696,912,695.7
Technology,Los Angeles,United States,Fred Wasserman,3/1/2014,CA-2014-118668,90032,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,West,Corporate,5/1/2014,Second Class,California,Accessories,2,3,0,1,6,0.35,1,17,22,16.59
Office Supplies,San Francisco,United States,Christopher Martinez,4/1/2014,CA-2014-111738,94110,Manco Dry-Lighter Erasable Highlighter,West,Consumer,8/1/2014,Standard Class,California,Art,4,6,0,1,3,0.34,3,9,12,9.12
Office Supplies,San Francisco,United States,Christopher Martinez,4/1/2014,CA-2014-111738,94110,GBC ProClick 150 Presentation Binding System,West,Consumer,8/1/2014,Standard Class,California,Binders,4,6,0.2,1,683,0.338,8,2022,2650,2022.27
Office Supplies,Rancho Cucamonga,United States,Delfina Latchford,4/1/2014,US-2014-114034,91730,Xerox 1905,West,Consumer,9/1/2014,Standard Class,California,Paper,5,6,0,1,19,0.48,6,39,51,38.88
Office Supplies,Tuscaloosa,United States,Dennis Pardue,7/1/2014,CA-2014-150931,35401,Wilson Jones Turn Tabs Binder Tool for Ring Binders,South,Home Office,14/1/2014,Standard Class,Alabama,Binders,7,6,0,1,16,0.46,7,34,44,33.74
Office Supplies,Long Beach,United States,Jamie Frazer,8/1/2014,US-2014-123862,90805,Staples,West,Consumer,10/1/2014,Second Class,California,Fasteners,2,3,0,1,4,0.45,1,8,10,7.89
Office Supplies,Long Beach,United States,Jamie Frazer,8/1/2014,US-2014-123862,90805,Eldon Fold 'N Roll Cart System,West,Consumer,10/1/2014,Second Class,California,Storage,2,3,0,1,45,0.29,11,154,202,153.78
Office Supplies,Long Beach,United States,Jamie Frazer,8/1/2014,US-2014-123862,90805,Tennsco Commercial Shelving,West,Consumer,10/1/2014,Second Class,California,Storage,2,3,0,1,1,0.01,3,61,80,61.02
Office Supplies,Long Beach,United States,Jamie Frazer,8/1/2014,US-2014-123862,90805,Acme Galleria Hot Forged Steel Scissors with Colored Handles,West,Consumer,10/1/2014,Second Class,California,Supplies,2,3,0,1,32,0.29,7,110,144,110.11
Technology,Detroit,United States,Bart Watters,8/1/2014,CA-2014-159366,48205,Lexmark MX611dhe Monochrome Laser Printer,Central,Corporate,11/1/2014,First Class,Michigan,Machines,3,1,0.1,1,680,0.222,2,3060,4010,3059.98
Office Supplies,Ormond Beach,United States,Thais Sissman,8/1/2014,US-2014-168690,32174,Zipper Ring Binder Pockets,South,Consumer,14/1/2014,Standard Class,Florida,Binders,6,6,0.7,1,-2,-0.7,3,3,4,2.81
Furniture,Seattle,United States,Ricardo Sperren,9/1/2014,CA-2014-115154,98115,Balt Solid Wood Round Tables,West,Corporate,12/1/2014,First Class,Washington,Tables,3,1,0,1,80,0.09,2,893,1170,892.98
Office Supplies,Philadelphia,United States,Beth Paige,10/1/2014,CA-2014-154760,19140,Ibico Hi-Tech Manual Binding System,East,Consumer,14/1/2014,Standard Class,Pennsylvania,Binders,4,6,0.7,1,-229,-0.833,3,274,360,274.49
Office Supplies,Dallas,United States,David Bremer,13/1/2014,US-2014-148551,75217,GBC Ibimaster 500 Manual ProClick Binding System,Central,Corporate,17/1/2014,Standard Class,Texas,Binders,4,6,0.8,1,-1141,-1.5,5,761,997,760.98
Office Supplies,San Francisco,United States,Linda Southworth,13/1/2014,CA-2014-108000,94110,Staples,West,Corporate,17/1/2014,Standard Class,California,Envelopes,4,6,0,1,5,0.5,1,10,13,9.78
Furniture,Washington,United States,Dianna Arnett,13/1/2014,US-2014-158512,20016,Flat Face Poster Frame,East,Home Office,18/1/2014,Second Class,District of Columbia,Furnishings,5,3,0,1,16,0.42,2,38,49,37.68
Office Supplies,Washington,United States,Dianna Arnett,13/1/2014,US-2014-158512,20016,Xerox 195,East,Home Office,18/1/2014,Second Class,District of Columbia,Paper,5,3,0,1,19,0.48,6,40,53,40.08
Furniture,Springfield,United States,Cathy Prescott,14/1/2014,US-2014-167402,65807,"Hon Metal Bookcases, Black",Central,Corporate,19/1/2014,Second Class,Missouri,Bookcases,5,3,0,1,53,0.25,3,213,279,212.94
Office Supplies,Springfield,United States,Cathy Prescott,14/1/2014,US-2014-167402,65807,Hunt Boston Vacuum Mount KS Pencil Sharpener,Central,Corporate,19/1/2014,Second Class,Missouri,Art,5,3,0,1,55,0.26,6,210,275,209.94
Office Supplies,Springfield,United States,Cathy Prescott,14/1/2014,US-2014-167402,65807,Xerox 23,Central,Corporate,19/1/2014,Second Class,Missouri,Paper,5,3,0,1,16,0.48,5,32,42,32.4
Office Supplies,Springfield,United States,Cathy Prescott,14/1/2014,US-2014-167402,65807,Martin Yale Chadless Opener Electric Letter Opener,Central,Corporate,19/1/2014,Second Class,Missouri,Supplies,5,3,0,1,83,0.02,5,4164,5457,4164.05
Office Supplies,Jacksonville,United States,Rob Beeghly,15/1/2014,CA-2014-138779,28540,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",South,Consumer,16/1/2014,First Class,North Carolina,Envelopes,1,1,0.2,1,7,0.338,1,22,28,21.74
Technology,Jacksonville,United States,Rob Beeghly,15/1/2014,CA-2014-138779,28540,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,South,Consumer,16/1/2014,First Class,North Carolina,Phones,1,1,0.2,1,1,0.088,5,8,10,7.92
Office Supplies,Aurora,United States,Tracy Poddar,15/1/2014,US-2014-106131,80013,Mobile Personal File Cube,West,Corporate,17/1/2014,First Class,Colorado,Storage,2,1,0.2,1,15,0.088,9,169,221,168.62
Technology,Aurora,United States,Tracy Poddar,15/1/2014,US-2014-106131,80013,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,West,Corporate,17/1/2014,First Class,Colorado,Accessories,2,1,0.2,1,-15,-0.088,7,169,222,169.06
